Id,Lat,Lng,Name,Count
109127487,25.052804947,121.512893677,"新醉紅樓",3
5309921,24.987347877,121.576863941,"政治大學學思樓",13
8363116,25.030997507,121.562905312,"臺北市立信義國民小學 Taipei Municipal XinYi Elementary School",40
47218355,25.044771,121.568991,"常旺熱炒",1
238711,25.033869462,121.557590909,"三張犁公車站",7
167342570,25.044559,121.54211,"Royal Copenhagen",3
249765128,25.089513859,121.525058225,"土林觀光夜市",2
120452272,25.05308,121.596392,"忠孝西路1段6諕",1
132463196,25.086334,121.521779,"圓山森林",4
4086960,25.056697,121.546002,"陋室茗",6
184191937,25.046183,121.551526,"Galerie Grand Siècle",2
201466302,25.115484238,121.503112793,"美集庭",2
1870325,25.042159,121.528445,"齊東街53巷11號 中國歷代獅子文物特展",14
235440237,25.080145784,121.567679386,"春水堂人文茶館",3
216344099,25.034839748,121.573918916,"誠品股份有限公司-松德總辦公室",1
252909698,25.043255876,121.549075929,"哈根達斯敦南旗艦店",3
540435,25.000897065,121.500495672,"中和廟口（公車站）",5
31992748,25.099124908,121.587747931,"Flying Dragon Suspension Bridge",6
71958,25.064539805,121.580593799,"7-11 行愛路",5
33936559,25.051485783,121.541613799,"新據點 Fushing",12
17205918,25.089243585,121.525093596,"牛魔王",29
86497249,25.061000176,121.533183942,"7-11",12
149582182,24.976823,121.542343,"帕蔻",6
194494323,25.038187,121.534992,"公車仁愛新生路口站",1
10986845,25.009132,121.510592,"樂華臭豆腐",2
253617891,24.903453873,121.55786079,"桂山發電廠冰品部",12
1827469,25.135971283,121.539063735,"中國文化大學大典館",370
532569,25.050012063,121.521329801,"85度c",1
236128791,25.037650264,121.563991542,"臺北世貿一館 _國際美容化妝品展",2
240602209,25.139007513,121.491017123,"文化大學 大恩館",1
260140532,25.067333091,121.524481254,"全家FamilyMart",1
252596050,25.118393418,121.529748544,"天母假日市集",3
156882810,25.066024,121.539868,"日式威廉髮藝",1
2480514,25.079868833,121.573381858,"瑞揚練團室",48
4068001,25.105132065,121.524485821,"Cold Stone Creamery",16
228145095,24.97180605,121.531063509,"新店行道會~卓越美河堂",34
11527957,25.103794998,121.53206326,"芝山生態園區",16
257645937,25.05158654,121.552783443,"南京東路點水樓",1
221959123,25.053838744,121.557764135,"三軍總醫院松山分院",7
42566705,25.053917892,121.534688473,"鬍鬚張魯肉飯",1
263012309,25.082971113,121.547910481,"大明食堂居酒料理",4
57332171,25.118691627,121.515915295,"好日子。咖啡",62
44147275,25.06463458,121.513648731,"米拉圖鳥花園",6
62677840,25.02912001,121.498850404,"伊藤萬游泳學校",2
2436617,25.04999886,121.52439103,"THE Tango Taipei(LinSen) 柯旅天閣(林森)",58
246330986,25.083999848,121.523310542,"Fani Burger 費尼漢堡",1
73735,25.023891124,121.522151828,"三大亞米日味屋",32
213570565,25.059023781,121.544865045,"486CAFE",2
38789436,25.014318,121.541198,"Ntust RB 412",2
242729057,24.921115347,121.539441445,"優聖美地鄉村渡假別墅",2
271591972,25.053096218,121.506633534,"Flickr Photo Walk 大稻埕戲苑",5
262103039,25.046771441,121.517804237,"National Revolutionary Martyrs' Shrine",1
32156316,25.118264,121.523686,"Sara House",3
208974253,25.083915,121.567305,"庫瑪居酒屋",1
17433860,24.954071094,121.53682469,"燒鳥",2
134377455,25.102417882,121.521580724,"Reedon Hotel",2
268700018,25.107075657,121.532475081,"凰記越南河粉專賣店",2
250668382,25.044470931,121.561007886,"李吉他松菸誠品直營店",2
214362,25.036369,121.57013,"Barbados",3
108250075,25.031177481,121.52715666,"淡大台北校區",1
679177,25.048197005,121.546685941,"爵士影像",30
266904304,25.017045724,121.54916491,"辛亥路與基隆路口",1
11917929,25.019530847,121.529806852,"摩斯漢堡羅斯福路店",1
225244868,25.032700989,121.518701143,"金鋒魯肉飯",10
10469194,25.080694,121.59233,"金滿園排骨",7
83425261,25.051283744,121.563477237,"蓮香齋",105
251032130,25.118880896,121.534387224,"Totododo Cafe&food",1
252918248,25.08467266,121.598733908,"Miso Izakaya. 內湖店",3
1849291,25.03181,121.474728,"艾隆義大利麵館",10
106482081,25.132622,121.470449,"國立臺北藝術大學舞蹈學院S7教室",2
963240,25.057197,121.516188,"賴蚵子煎",1
168666271,25.040908,121.567721,"傑創菁英VIP簽約中心",2
264666077,25.040108941,121.548737185,"洋蔥 - Sogo敦南",3
203277246,25.080118651,121.560077028,"Kinlonch Anderson @ 美麗華",14
95463951,25.062031216,121.539113085,"Mr. Bubble",26
104373192,25.085084,121.561749,"捷士樂 單車休閒",6
248080596,25.041903677,121.546178917,"Kitchen Pucci葡吉小廚",2
13252882,25.017387992,121.54465084,"Potato Guru",13
48537746,25.128398959,121.468089223,"Shabu Shabu",3
265669326,25.053245566,121.540085707,"Pierrot Bistro 別廬洋館",1
160315853,25.003988819,121.51907704,"永和區調解委員會",1
265305840,25.0328418,121.495990924,"旺旺中時集團-中國時報大樓",1
10029009,25.094838159,121.545523444,"Scu",11
258459763,25.098518905,121.550780506,"青春食尚花園會館游泳池畔婚禮",18
41538359,25.04385282,121.546179712,"彩樂亭",10
7979505,25.121768137,121.520080751,"台北榮總TVGH思源耬",20
6018060,25.052047604,121.541663975,"Westin Taipei - Churchill Bar",73
30575869,25.0003,121.5109,"Mellow Groove Studio",1
260579456,25.059021326,121.566118794,"全家FamilyMart",5
60561825,25.022401344,121.529180658,"Wellcome",4
281316212,25.019439367,121.499758849,"台大综合體育館",1
12930976,25.050368795,121.532275131,"Monkey J. Café",13
201978428,25.03329613,121.520164393,"勿忘我咖啡 小餐廳 Café Vergißmeinnicht",6
35944883,25.020990851,121.525584274,"凱美大廈",2
227703253,25.044080706,121.527024447,"台北俏皮屋 Taipei Cheeky House",1
369688,25.03370157,121.560341767,"台北國際會議中心 大會堂",267
122516748,25.085337,121.48172,"全家 FamilyMart",5
52339428,25.013999436,121.541597073,"台灣科技大學視聽館 (NTUST Auditorium)",13
5555074,25.098426866,121.532001929,"7-11 福志門市",4
49420726,25.084121804,121.549491139,"Popcorn Chicken King",5
1400024,25.0389,121.52214,"上海鄉村",2
16480728,25.030920758,121.528795934,"吳留手 酌酒 串燒 居酒屋",100
106078368,25.055295836,121.554126418,"臺北家",1
1849149,25.04168,121.526947,"火樹銀花",2
58602924,25.02887345,121.473700166,"雙十聯合診所",1
2479297,25.033899,121.518292,"雲門•生活律動",1
256971667,25.121250715,121.467199545,"關渡溫暖的家",1
61126295,25.113044902,121.522400404,"Taipei Public Library",6
9290226,25.06897978,121.575037189,"Marc's Office",46
2067099,25.053220796,121.546209516,"慶城公園",187
93329233,24.998925621,121.463318304,"重慶黃昏市場",9
2036726,25.060769552,121.544273089,"HAPPY HAIR 台北總店",8
113378210,25.032106,121.508859,"布政使司文物館",10
181894609,25.060298,121.539253,"呷尚宝",1
217892477,25.046694224,121.580080687,"五分鋪商圈",2
51149787,24.984035261,121.461732388,"新北市立清水國民小學 New Taipei Municipal QinShui Elementary School",10
9882775,25.033053518,121.52980417,"芒果皇帝",141
251172192,25.105923825,121.529045699,"7-11誠義門市",1
213685194,25.071289043,121.494909392,"石二鍋",17
37530536,25.062843074,121.499731594,"KFC 肯德基",9
12586748,25.057828688,121.525578698,"火鍋世家",4
10075067,25.087820729,121.526651614,"Brundi Cafee",31
251986437,25.070201293,121.61272384,"吉里開心廚房",3
560578,25.080115648,121.59245216,"布夏拉提",104
10021556,25.054673353,121.551063197,"福智台北學苑",2
44733266,25.136586098,121.502598205,"xin beitou flat",1
241873740,25.051944378,121.534840345,"南京東路 爭鮮伊通店",1
4294579,25.108191108,121.560077028,"翠山派出所",4
50014866,25.041207475,121.506156272,"蛋塔工厂",1
266581819,25.023597836,121.547873151,"Fancydesign",2
237154177,25.047439641,121.557311474,"京華城百貨",2
118026030,25.067455185,121.500874901,"永和豆漿",1
252833552,25.011039757,121.5368388,"陶板屋公館店",3
95715490,25.047229,121.615463,"永和豆漿",1
100247592,25.033121906,121.552061052,"安和路派出所",11
696463,25.03467477,121.56202798,"元鍋",55
15247481,25.059146,121.548364,"十二籃粥火鍋 香辣蟹",24
217837535,25.08904025,121.526205875,"台北士林夜市 Shilin Night Market",477
274524963,25.122079185,121.483384792,"大度路",1
251807441,25.057019684,121.518286906,"台北高鐵站",1
236062590,25.029211221,121.56187662,"吳興街菜市場",2
80623042,25.036302,121.497469,"口口口品招牌腸旺臭豆腐",1
39829222,25.053609,121.550404,"Artbar現釀啤酒餐廳",2
24295736,24.984745884,121.562262092,"全聯福利中心",10
151150945,24.974212729,121.530590057,"六六六養生鍋",1
29306267,25.081587,121.548766,"駿琳中醫",3
175197202,24.9941082,121.50504303,"聖瑪莉 SunMerry",1
263791330,25.048879671,121.542353389,"美麗華大直影城",2
27929,25.059262459,121.546214232,"Gabee",559
3391906,25.052124,121.511705,"大稻埕戲苑",16
78726,25.057455686,121.558109522,"民生公園",110
234297884,25.045254286,121.527671691,"好樣思維，華山藝文特區",1
18336631,25.036838,121.501615,"Bo-Pi-Liao",40
2066781,25.065359255,121.576284131,"黃天仁攝影工作室",77
244880665,25.033800883,121.548996445,"Urban 331",5
18251422,25.067413697,121.612663779,"東湖圖書館",40
36616390,25.026040866,121.479144551,"Hi-Life萊爾富板同店",1
44510,25.121065858,121.461877837,"關渡碼頭",472
42265236,24.998279572,121.573562622,"Residence Xinyi 18",1
74407191,25.026732071,121.476863073,"世界名貓坊",5
268205647,25.001831913,121.515364659,"光頭鬆餅",1
4932533,25.068723147,121.51372377,"大同分局 民族路派出所",2
252634111,25.008881883,121.535372252,"師大分部體育館",11
254692874,25.017726888,121.541994735,"總圖後方草皮",10
75074048,25.064933,121.526219,"洪記豆漿大王",1
121247499,24.979156494,121.544921875,"MacDonald",4
127315875,25.050193899,121.56529993,"統一證券集團",1
276300365,25.01702553,121.469216661,"非常泰",1
35352039,25.027112362,121.562623726,"朝鮮閣",4
259733905,25.079973196,121.575548148,"T.G.I Friday's 大直美麗華",4
291014929,25.040863623,121.613435264,"中央研究院游泳池",2
9452626,25.0596987,121.545008,"Genic Salon",41
249048649,24.99719777,121.486477524,"壽亭韓國料理",2
81644475,25.027513866,121.471122918,"龍山寺板橋文化廣場",1
1267242,25.080962825,121.617846509,"147漆彈主題樂園",88
247268512,24.991601786,121.528386939,"秀朗橋籃球場",2
215724551,25.101767916,121.539661324,"陽明山洞天夜景餐廳",2
72535,25.042873047,121.52016456,"外交部領事事務局 Bureau of Consular Affairs",338
917950,25.054999165,121.527744234,"三竹資訊",5
252680,25.009161,121.520597,"永和區公所  Yonghe District Office",54
6593724,25.046022235,121.543854966,"Kinokuniya｜紀伊國屋書店 台北微風",27
32035651,25.000597,121.47492218,"玉瑪炸雞",1
276091008,25.010063679,121.467591633,"板橋第一體育館",1
254523896,25.1161812,121.5330139,"天母誠品西堤Tasty",3
2081220,25.058884764,121.546185286,"摩斯漢堡 Mos Burger",3
150847144,25.030785961,121.549080861,"群益投信",7
13406066,25.030391,121.514804,"麗風錄音室",17
58794972,24.983644853,121.518881874,"經濟部水利署新店辦公區",2
257716442,25.072087501,121.543918415,"濱江街機場外圍",1
266747108,25.08271502,121.553225546,"Danny's Steakhouse",3
1053196,25.061128014,121.57536045,"美福肉品",3
81385935,25.025961836,121.543593407,"Marc by Marc Jacobs",6
267133,25.008474,121.511458,"金吉利寵物精品",2
271526516,25.072939946,121.513786686,"伯朗咖啡館重慶一店",1
1289005,25.059588888,121.5369808,"邊田庄",18
131369631,25.025871,121.466274,"風雨交加的夜晚",1
240750957,25.03568283,121.561934139,"Taipei Luxy Night Club",12
6925369,25.053041465,121.540589882,"周胖子餃子館（龍江店）",4
4921251,25.051271667,121.581112105,"玉成里公車站",26
60738804,25.08088038,121.591433145,"成功耳鼻喉科",4
16212309,25.066393,121.501904,"王子鴻異國精緻火鍋",4
20288898,25.038624414,121.528533875,"仁愛金山路口",26
32571415,24.987708914,121.571113402,"三好屋和風料理",2
128231914,25.051453,121.582089,"Family Mart",1
255940442,25.023687141,121.535016157,"台北市龍安國小",6
126944404,25.023471524,121.554126418,"敦南大廈",1
3065450,25.003716864,121.518461108,"私立復興高級商工職業學校 Fu-Hsin Trade & Arts School",408
281203110,24.98998497,121.551088147,"福隆沙灘",1
90834686,25.040949821,121.520803452,"The 12th Animal Room",3
95775216,24.99803491,121.582299183,"LIFE of PI - Taipei Zoo",8
20723286,25.054609081,121.546480754,"50嵐 長春店",5
48306999,24.990487012,121.525690215,"深坑假日酒店。。。",2
148917,24.987811543,121.55211137,"老娘米粉湯",23
20882603,25.094712956,121.524066925,"麥當勞 士林中正店 McDonald's Shilin Zhongzheng Branch",22
15726021,25.035763709,121.569067852,"全豐盛14樓",7
98563882,25.062093,121.54308,"田季發爺",15
590660,25.124791786,121.471041123,"ASUS Headquarter",21
105997187,25.080417037,121.579033294,"737純手工綜合湯圓",5
152220037,25.132322311,121.500961304,"一級棒早餐",4
7817382,25.034971,121.573992,"garden & condominium",2
2184553,24.997447425,121.487349691,"義麵星球",1
592121,25.042213179,121.509011213,"于記 杏仁豆腐",44
82365861,24.98855,121.543834,"世新大學新聞樓 J311",1
48072356,24.995404898,121.546109809,"老羅泰國菜",3
247921146,25.096333899,121.516698266,"士林科學教育館",6
20436510,25.068838124,121.527781148,"風味館-原住民文創商品 旗艦店",4
234643945,25.04159791,121.571937184,"Shots Mrkt",4
255183835,25.03355873,121.515939554,"臺灣博物館-南門園區",6
276293658,25.0195399,121.5272715,"Taipei Cultural Mosque",2
241345767,24.950250784,121.530759669,"美之城",1
107978389,25.082958221,121.519500732,"FamilyMart全家便利商店(和豐店)",1
3713448,25.037406196,121.498012429,"古山園旅社",7
281942164,25.050623549,121.475849086,"三級古蹟-三重先嗇宮（神農大帝）",6
882446,25.006119722,121.477549195,"瓦城中和環球店",27
53171017,24.967389,121.541309,"聖娜多堡 Semeur de pain",2
264720114,25.031587285,121.465038656,"日本沖繩石垣島",1
47026017,24.989037,121.511643,"七嘴八舌滷味",5
158419684,25.04725664,121.58615571,"鐵丸十三堂",6
11629180,25.039715607,121.515697817,"Eslite Food Court",7
269719061,25.031086091,121.561923707,"Ristorante Verona創意廚房",1
270693126,25.06209313,121.53312538,"Starbucks Coffee",1
10380376,25.046501,121.5646037,"金色山麥",4
3414761,25.058378,121.465326,"頭前庄",5
279795475,25.046674494,121.505825872,"台北萬華區",3
213027065,25.04615,121.550911,"Lily Crepe Cafe",2
1209840,25.054825,121.533121,"QK Coffee",3
271020768,25.030919478,121.516863003,"陽明文化大學後山",1
253530169,25.035986906,121.566994473,"米朗琪咖啡館信義店",5
89716184,25.023715113,121.462757624,"非常歐洲",16
277749693,25.076511225,121.52518052,"圆山饭店，台北",1
240401504,25.046798136,121.540621474,"A Train Leads The Way To Jazz",6
147323232,24.993835,121.499943,"日光大道社區",1
13738845,25.054721747,121.59425845,"Toyota(南港服務厰)",1
656068,25.056853102,121.612923145,"KKBOX Taiwan Co.",295
141004918,24.997384,121.467864,"小廚房",1
799368,25.117861111,121.463777778,"Guandu Temple",68
14309756,25.033089857,121.536986375,"大安森林公園地下停車場",13
27485,25.025792,121.47226,"台北縣立文化局",1
599482,25.043905747,121.504995476,"起司大衛",42
1052224,25.011397,121.514163,"派夢地手工烘焙坊",3
238742791,25.041699157,121.538116689,"松山文化創作園區",2
246204527,25.054808367,121.534238143,"國賓影城＠長春廣場",2
44930706,25.054948139,121.526899338,"駅前日式石頭火鍋",28
236326709,25.034907173,121.521437396,"中正紀念堂 Chiang Kai-shek Memorial Hall",585
259532297,25.054021381,121.527208228,"台灣玩具反斗城",18
591969,25.116411982,121.517585954,"阿財鍋貼",80
51922,25.093065504,121.46161096,"阿六切仔麵",15
157308984,25.051214218,121.525177002,"火之舞",1
80061443,25.077609965,121.528277391,"Rendezvous @ ACC",3
1917246,25.040989911,121.556102557,"銅雀韓國燒烤店",7
237966914,25.041012329,121.547922239,"PIAZZA & DELi",3
112699558,25.042941654,121.552980856,"Body Muse",5
14202582,25.080651916,121.52394415,"劍潭",85
7625684,25.028992135,121.508621201,"大台北永和豆漿",29
255256115,25.046498897,121.539323533,"金泰日本料理 八德店",2
26228476,25.03891,121.506239,"198 CAFE",117
147548,25.043822013,121.467382115,"定食8",16
1853136,24.988418,121.567382,"Holiday KTV  木柵店",5
31382469,25.047094713,121.543689966,"新協和大樓",2
109136589,25.024486779,121.468138371,"Pizza Hut",1
177850359,25.056253231,121.51058976,"野台築地",14
246147940,25.136332057,121.50538094,"北投新上享餐廳",3
302045,25.035163297,121.507834883,"郁坊小館",8
1460587,25.03799,121.5435515,"奇古堂",3
145609217,24.971301,121.588055,"烏鐡茶道",2
255270440,25.031137868,121.560201872,"Spaggo史巴可義大利麵",1
177025625,25.013961792,121.466125488,"傷心酸辣粉 Mega City",1
279973437,25.0943293,121.459281727,"蘆洲三民公園",2
275737449,24.992253038,121.467651184,"板橋原燒中山店",1
3041647,25.051935,121.518473,"台北車站",1
48320485,25.060539485,121.575510933,"宜得利家居",2
5874860,25.04091,121.50595,"Novotel Taipei",1
20101302,24.993633,121.539624,"G&P Cafe",7
264707971,25.028007356,121.532637356,"青田街七巷六號",3
16593891,25.020111823,121.525216265,"客家文化主題公園 Hakka cultural theme park",101
283026970,25.044819,121.5297079,"Beer Festival Taipei 2014",1
113456952,24.959822164,121.538826216,"朝鮮味",2
43972,24.998405198,121.58103408,"木柵動物園",272
33569,25.120827096,121.506278515,"捷運唭哩岸站 MRT Qili'an Station",126
477304,25.056646,121.545889,"山治日本鄉下料理",21
938887,25.022328,121.530518,"Cafe Philo",28
57651129,25.046754766,121.550684121,"鄞家小館",8
98632050,25.042874802,121.555859669,"和居酒屋",32
1145193,25.03983,121.55398,"Route 66",13
1459492,25.0762496,121.5745276,"遠傳電信",2
2552449,25.051068202,121.543425691,"御膳亭",3
9694762,25.050926647,121.513807416,"不囉嗦賣場",5
266774056,24.940733575,121.5459148,"烏來",2
252723506,25.041980994,121.533178491,"Zhongxiao Xinsheng Station",3
222121965,25.136608494,121.538964468,"文化大學吹冷風",20
270556549,25.044046119,121.54779339,"eat eat 意義Pasta",1
182642434,24.982386,121.543026,"極品軒",1
10333087,25.045148,121.523583,"MRT Bannan Line (台北捷運蓝缐)",2
24536019,25.099654464,121.536880444,"陽明山入口",54
260530590,24.999082892,121.534928693,"萬隆河堤籃球場",1
270622750,25.081874319,121.591390891,"內湖高中",2
133557932,25.028914,121.530076,"George House",8
174716493,25.136032,121.538369,"7 Eleven 大雅館",1
92738387,25.11140411,121.530890465,"bobbi brown",1
1359450,25.060293373,121.498499041,"陶板屋三重店",68
88727343,25.116457,121.507272,"後山小築地",14
68559258,25.033339425,121.531762179,"Fashion Model Agency",6
47853808,25.026735737,121.529041265,"薩莉亞師大店",35
1105097,25.062654807,121.483400424,"85度c(三重中華店)",5
87547567,25.114755,121.537916,"台北市職訓中心",2
105644632,25.06236181,121.485057219,"Joy Children's Language School",3
219837704,25.023697695,121.474268215,"海釣船喜慶宴會館",1
250616749,25.05763712,121.560288399,"可愛的民生社區",4
264680140,25.055455624,121.555635684,"銅花日式涮涮鍋",1
1160930,25.040314252,121.531149478,"麵太郎",15
267323510,25.041448791,121.519989306,"臺大醫院急診室",2
2052812,25.04089565,121.576787244,"台北永春郵局",7
223977875,25.082100551,121.596893456,"男子漢居酒霸",11
22771171,24.967454573,121.542176882,"新店市戶政事務所",9
14609858,25.048342351,121.551157966,"7 Eleven",4
258706484,25.070351975,121.613614614,"東湖的家",6
18019416,25.051759416,121.547974807,"MOMO department store",1
475717,25.123306584,121.471893959,"慈濟關渡人文志業中心",103
143877163,25.090054,121.465061,"紅蟳王大釣場",12
206069338,25.046875375,121.505988967,"宓琪旅館",5
166928460,25.062672569,121.566503895,"品麟生猛海鮮",8
48277429,24.969297549,121.536659413,"美河市",61
1471544,24.956568737,121.475538771,"7-11安佳門市",4
252670801,24.998730096,121.512464514,"Yellowhite 黄白小屋      德國小吃",4
12845678,25.033931725,121.56424645,"Studio A in Taipei101",5
9557862,25.133379894,121.496329492,"北投喬園快炒",6
237097108,25.04405393,121.506029286,"Moutcha Cafe 沐茶閱讀咖啡館",14
1504708,25.012990393,121.508451111,"宅窟",10
271669297,25.107273853,121.530580385,"CAFE & kitchen lab",4
236410919,25.035724646,121.574660201,"Space夜店",2
244410881,25.043099295,121.550181004,"Stayreal敦南概念店",3
2227202,25.046846856,121.51111722,"玖華照相器材",1
12262897,25.043361,121.530302,"華碩皇家俱樂部（光華）",2
9376943,25.037796,121.574845,"David Weeks Studio",14
6950055,24.985770541,121.575489445,"政治大學風雩樓",3
249653541,25.084409092,121.56531782,"Neihu Taipei City",5
391092,25.078225,121.570909023,"喫茶趣",5
287471379,25.073330422,121.543919199,"高速公路上",1
1445002,25.086112651,121.55539115,"劍潭古寺",20
31718072,25.04121702,121.576686923,"A Salon",2
219183791,25.032524109,121.514305115,"品田牧場 家樂福桂林店",8
6535115,25.036428,121.532774,"Intersub Advertising",26
169845655,25.043360351,121.568237359,"道樂",4
277374702,24.966826092,121.540493511,"新店的家~",3
116579122,25.082184307,121.564775978,"豚之屋 生魚片、丼飯、定食專賣店",4
287587051,25.044876469,121.557736783,"松菸護樹",4
7169452,25.054523913,121.553649799,"龍城市場-上海小籠包",11
20429373,25.122450617,121.53153358,"農訓中心",5
179773721,25.043160122,121.549948264,"2143",3
276571663,25.049912542,121.54986977,"台北小巨蛋",6
31180,25.041239529,121.611794531,"中研院",35
268894761,25.038027264,121.566031215,"三井日本料理（信義）",4
125391917,24.992787351,121.51314497,"威尼斯健康生活館",2
51495461,24.999120033,121.488097105,"中華刀削麵",1
40685444,25.088922012,121.525740623,"多田家 火鍋/拉麵",7
37681101,25.042097,121.516258,"Mixx Hair Salon",1
3713114,25.032923755,121.527128781,"台北監獄圍牆遺址",13
29655464,25.016386856,121.516104891,"狠生氣燒烤",18
274191978,25.07039625,121.4801055,"三重商工",1
106468322,25.060819284,121.515446808,"刀叉私廚La maison de meisung",14
949271,25.045746862,121.546684045,"92鷹堡",68
9029128,25.023471524,121.554126418,"Ben's Home 倫倫家",3
205887866,25.084581603,121.519871645,"LeeHome",2
13230540,25.014452454,121.532799232,"珍記豬血糕",1
273536939,25.087275453,121.56516321,"IKEA",2
252130609,25.035660169,121.57068914,"【 Kaskade 2014 Asia Tour at Hive Club】",30
4678486,25.033059102,121.546107087,"小北方水餃館",20
14579442,25.060201711,121.54314694,"鮮芋仙錦州街",10
92233614,25.116026,121.531343,"旭本",6
128181691,25.090129,121.524194,"東成牙科",1
60803454,25.021455,121.532888,"覓米出版社",1
2394021,25.021387285,121.479675405,"板橋高手保齡球館",154
408654,25.045088,121.545955,"林青穀家醫診所",7
244181288,25.055657062,121.548720765,"東方文華酒店",5
12470963,25.031175687,121.517313963,"本味拉麵",4
294863242,25.06300951,121.52336369,"雙連練舞天堂",2
269921525,25.073262619,121.494090533,"新北巿三重區",5
119032413,25.036948764,121.516974796,"返貪腐廣場",21
10597812,24.994295956,121.520415319,"樂華蚵仔煎",11
251107423,25.05362491,121.594940997,"南港昆陽捷運站",2
258580118,25.06604602,121.500090298,"中座くいだおれビル　大阪ミナミ　道頓堀",1
117109807,25.045560488,121.550817913,"回館",3
5645159,25.043041449,121.543995738,"滿堂紅頂級麻辣鴛鴦火鍋",202
33551,25.015695426,121.519346237,"金甌女中永和分部",69
47045186,25.015672659,121.497029441,"泰隆柏園",1
38430013,25.081756644,121.562228647,"水舞饌大直店",2
218961585,25.117034058,121.512506182,"O2 Brunch Caffe' 石牌致遠店",2
42542806,24.986139,121.584233,"昇陽田田",2
250417198,25.007138548,121.506697977,"Mr.onion - 雙和太平洋百貨",4
16674,25.049040415,121.517939491,"威秀影城 VieShow Cinemas",1843
279893047,25.038155893,121.575806613,"松德路上",1
17016200,25.027011761,121.524624825,"捷運古亭站公車站 (西行) Guting Bus Stop Westbound",15
277135742,25.05272,121.54862051,"Sunworld Dynasty Hotel Taipei 台北王朝大酒店",1
15619552,25.137269,121.539613,"Da Ya Guan--Female Dome",2
226830604,25.0534974,121.5169686,"Space Club",6
7087335,25.081937103,121.568198342,"Anderson Art Taipei",8
145991287,25.011927688,121.537081155,"臺灣大學推廣部",4
2981075,25.044434,121.538008,"明日博",1
19580749,25.034072716,121.568242933,"信義行政中心（公車站）",9
252887752,24.992038557,121.541278743,"文山劇場",13
132630510,25.041333224,121.537231689,"育成蕃薯藤",3
237629825,25.135085404,121.514656581,"熱海岩場",1
197630262,25.076534,121.574702,"巴黎藝術美甲",2
249232526,25.075477641,121.607853248,"Seeking cafe",1
179031,25.066647,121.53700051,"柏思影音科技",4
61696692,25.116200906,121.51599894,"神座拉麵",1
129137533,24.951927859,121.547578996,"Tapas - J",4
234836120,25.062824199,121.533834824,"行天宮-平安 順利 健康 財富",8
5175290,25.04668814,121.557652227,"王胖子麵店",1
261486896,25.050409407,121.542954062,"基諾飲品",1
274710365,24.992903167,121.542052921,"聞山自家焙煎咖啡館",4
270424867,25.026138239,121.472076473,"板橋文化中心圖書館",1
38420010,25.024689539,121.548197798,"坡心(公車站)",3
3810211,25.115798015,121.514163243,"石牌國中",103
119886142,25.030576,121.476278,"台灣魯肉飯",1
20706462,25.012442,121.468957,"國家世紀館",17
270012739,25.04788062,121.544808968,"蒜頭串燒 Bar",1
13192301,25.134813714,121.540325944,"全家華崗店",6
44923997,25.077788392,121.577946501,"保安堂國術館",4
25141664,25.02712447,121.564213006,"海力士日本料理",6
223024583,25.028451,121.472262,"take out & here",2
259687731,25.004759246,121.539594545,"秘境森林庭園餐廳",5
16298372,25.031966,121.529751,"麺や黒平",1
249159503,25.066766507,121.536800276,"上引水產-煮海",121
122538589,25.024190903,121.568122864,"永和豆漿",1
265598280,24.958052427,121.538140224,"全家便利商店-新店站前店",2
239768700,25.000139052,121.489477906,"愛媽咪 imommy",1
242906639,25.012263927,121.515545089,"愛麗輕食咖啡小館",4
2139793,25.077082264,121.580865244,"布克湖義式坊",24
3865954,25.102019165,121.522980645,"台北陶園經典飯店",18
88109241,25.039154242,121.576921005,"養心殿",8
77433823,25.02324,121.551574,"蕃茄屋",1
76304883,25.04806335,121.529180658,"21 Century 風味館",5
272624954,25.0538396,121.4986667,"福隆沙雕",2
152398301,25.049131,121.542091,"茶湯會 Teapatea",1
80328128,25.112773797,121.514560235,"新婦新加坡海南無骨雞飯",1
167378,25.015377018,121.542450786,"台大公館醫院（公車站）",11
20447474,25.017173,121.468281,"Mos Burger 板橋Mega City店",1
100576415,24.971259,121.536358,"美式早餐屋",3
4089037,25.028935735,121.506401652,"小漁村熱炒",6
5109565,25.03149551,121.514783291,"音悅音響",7
92572906,25.099447,121.519526,"Digital Art Center",4
128949447,25.016749322,121.543431266,"台大慶齡工業研究中心",1
77473102,25.044073,121.542093,"Issey Miyake",2
240051589,24.999067746,121.516283823,"台灣.台北",5
91931085,25.008038527,121.475022238,"玩具反斗城 中和環球店",25
239697363,25.045750791,121.553648544,"七道.鮨.新食.日本料理",3
105972837,25.049282039,121.578166402,"涓豆腐-松山店",81
27856303,25.021045969,121.482491382,"7-11",4
26177464,25.079257969,121.481939162,"三光長老教會",1
836728,25.058361,121.552219,"DIGITIMES",2
67963,25.048486626,121.531691166,"旺味麵場",174
259233115,25.11539133,121.533285921,"台北體院-體育館",3
17815940,25.045952875,121.503339943,"富莊商務旅店 FuShang Hotel",9
120877850,25.065168,121.572738,"一口一口食堂",2
3413285,25.038939448,121.5499717,"BangkokJam 泰過熱",20
1329342,25.02557,121.492361,"摩德士",6
43059639,25.045742,121.583273,"忠孝東路六段36號",5
76138293,25.037471637,121.52438879,"中華電信仁愛綜合大樓",7
269839963,25.03702503,121.547103136,"廊香les Champs歐風創意料理",3
234886834,25.045983314,121.504291039,"Reputation Taipei Station",9
